number,incident_state,reassignment_count,reopen_count,made_sla,caller_id,opened_by,opened_at,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,resolved_by,resolved_at
INC0017894,Closed,0,0,True,Caller 3693,Opened by  131,2016-04-12 08:12:00,Phone,Location 93,Category 42,Subcategory 223,Symptom 532,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 17,False,Resolved by 15,2016-04-12 11:17:00
INC0017894,Resolved,0,0,True,Caller 3693,Opened by  131,2016-04-12 08:12:00,Phone,Location 93,Category 42,Subcategory 223,Symptom 532,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 17,False,Resolved by 15,2016-04-12 11:17:00
INC0017894,Awaiting User Info,0,0,True,Caller 3693,Opened by  131,2016-04-12 08:12:00,Phone,Location 93,Category 42,Subcategory 223,Symptom 532,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,False,Resolved by 15,2016-04-12 11:17:00
INC0017894,New,0,0,True,Caller 3693,Opened by  131,2016-04-12 08:12:00,Phone,Location 93,Category 42,Subcategory 223,Symptom 532,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,False,Resolved by 15,2016-04-12 11:17:00
INC0018104,Closed,1,0,True,Caller 1555,Opened by  131,2016-04-12 11:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Resolver 140,False,Resolved by 126,2016-04-15 09:08:00
INC0018104,Resolved,1,0,True,Caller 1555,Opened by  131,2016-04-12 11:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Resolver 140,False,Resolved by 126,2016-04-15 09:08:00
INC0018104,Awaiting User Info,1,0,True,Caller 1555,Opened by  131,2016-04-12 11:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Resolver 140,False,Resolved by 126,2016-04-15 09:08:00
INC0018104,Active,1,0,True,Caller 1555,Opened by  131,2016-04-12 11:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Resolver 140,False,Resolved by 126,2016-04-15 09:08:00
INC0018104,New,1,0,True,Caller 1555,Opened by  131,2016-04-12 11:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Resolver 140,False,Resolved by 126,2016-04-15 09:08:00
INC0018104,New,0,0,True,Caller 1555,Opened by  131,2016-04-12 11:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 140,False,Resolved by 126,2016-04-15 09:08:00
INC0018120,Closed,0,0,False,Caller 4389,Opened by  108,2016-04-12 12:16:00,Phone,Location 204,Category 53,Subcategory 114,Unknown,1 - High,1 - High,1 - Critical,Group 66,Resolver 175,False,Resolved by 158,2016-04-15 08:07:00
INC0018120,Resolved,0,0,True,Caller 4389,Opened by  108,2016-04-12 12:16:00,Phone,Location 204,Category 53,Subcategory 114,Unknown,1 - High,1 - High,1 - Critical,Group 66,Resolver 175,False,Resolved by 158,2016-04-15 08:07:00
INC0018120,New,0,0,True,Caller 4389,Opened by  108,2016-04-12 12:16:00,Phone,Location 204,Category 53,Subcategory 114,Unknown,1 - High,1 - High,1 - Critical,Group 66,Unknown,False,Resolved by 158,2016-04-15 08:07:00
INC0018139,Closed,0,0,False,Caller 814,Opened by  108,2016-04-12 12:46:00,Phone,Location 37,Category 53,Subcategory 114,Unknown,2 - Medium,1 - High,2 - High,Group 66,Resolver 175,False,Resolved by 158,2016-04-15 09:53:00
INC0018139,Resolved,0,0,True,Caller 814,Opened by  108,2016-04-12 12:46:00,Phone,Location 37,Category 53,Subcategory 114,Unknown,2 - Medium,1 - High,2 - High,Group 66,Resolver 175,False,Resolved by 158,2016-04-15 09:53:00
INC0018139,New,0,0,True,Caller 814,Opened by  108,2016-04-12 12:46:00,Phone,Location 37,Category 53,Subcategory 114,Unknown,2 - Medium,1 - High,2 - High,Group 66,Unknown,False,Resolved by 158,2016-04-15 09:53:00
INC0018142,Closed,0,0,True,Caller 1098,Opened by  101,2016-04-12 12:50:00,Phone,Location 223,Category 37,Subcategory 135,Unknown,3 - Low,3 - Low,3 - Moderate,Group 54,Resolver 49,False,Resolved by 46,2016-04-13 16:51:00
INC0018142,Resolved,0,0,True,Caller 1098,Opened by  101,2016-04-12 12:50:00,Phone,Location 223,Category 37,Subcategory 135,Unknown,3 - Low,3 - Low,3 - Moderate,Group 54,Resolver 49,False,Resolved by 46,2016-04-13 16:51:00
INC0018142,Awaiting User Info,0,0,True,Caller 1098,Opened by  101,2016-04-12 12:50:00,Phone,Location 223,Category 37,Subcategory 135,Unknown,3 - Low,3 - Low,3 - Moderate,Group 54,Resolver 49,False,Resolved by 46,2016-04-13 16:51:00
INC0018142,Active,0,0,True,Caller 1098,Opened by  101,2016-04-12 12:50:00,Phone,Location 223,Category 37,Subcategory 135,Unknown,3 - Low,3 - Low,3 - Moderate,Group 54,Resolver 49,False,Resolved by 46,2016-04-13 16:51:00
INC0018240,Closed,1,0,False,Caller 3998,Opened by  385,2016-04-12 14:43:00,Phone,Location 199,Category 23,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Resolver 123,False,Resolved by 111,2016-04-14 10:22:00
INC0018240,Resolved,1,0,True,Caller 3998,Opened by  385,2016-04-12 14:43:00,Phone,Location 199,Category 23,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Resolver 123,False,Resolved by 111,2016-04-14 10:22:00
INC0018240,New,1,0,True,Caller 3998,Opened by  385,2016-04-12 14:43:00,Phone,Location 199,Category 23,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Unknown,False,Resolved by 111,2016-04-14 10:22:00
INC0018240,New,0,0,True,Caller 3998,Opened by  385,2016-04-12 14:43:00,Phone,Location 199,Category 23,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 20,Unknown,False,Resolved by 111,2016-04-14 10:22:00
INC0018318,Closed,3,0,False,Caller 4175,Opened by  500,2016-04-12 16:27:00,Phone,Location 204,Category 34,Subcategory 134,Symptom 465,2 - Medium,1 - High,2 - High,Group 23,Resolver 69,False,Resolved by 62,2016-07-13 14:14:00
INC0018318,Resolved,3,0,True,Caller 4175,Opened by  500,2016-04-12 16:27:00,Phone,Location 204,Category 34,Subcategory 134,Symptom 465,2 - Medium,1 - High,2 - High,Group 23,Resolver 69,False,Resolved by 62,2016-07-13 14:14:00
INC0018318,Awaiting Vendor,2,0,True,Caller 4175,Opened by  500,2016-04-12 16:27:00,Phone,Location 204,Category 34,Subcategory 134,Symptom 465,2 - Medium,1 - High,2 - High,Group 9,Resolver 57,False,Resolved by 62,2016-07-13 14:14:00
INC0018318,Awaiting Vendor,2,0,True,Caller 4175,Opened by  500,2016-04-12 16:27:00,Phone,Location 204,Category 34,Subcategory 134,Symptom 465,2 - Medium,1 - High,2 - High,Group 9,Resolver 69,False,Resolved by 62,2016-07-13 14:14:00
INC0018318,Awaiting Vendor,1,0,True,Caller 4175,Opened by  500,2016-04-12 16:27:00,Phone,Location 204,Category 34,Subcategory 134,Symptom 465,2 - Medium,1 - High,2 - High,Group 25,Resolver 69,False,Resolved by 62,2016-07-13 14:14:00
INC0018318,New,0,0,True,Caller 4175,Opened by  500,2016-04-12 16:27:00,Phone,Location 204,Category 34,Subcategory 134,Symptom 465,2 - Medium,1 - High,2 - High,Group 9,Resolver 69,False,Resolved by 62,2016-07-13 14:14:00
INC0018325,Closed,1,0,False,Caller 5149,Opened by  221,2016-04-12 16:40:00,Phone,Location 51,Category 46,Subcategory 223,Symptom 592,1 - High,1 - High,1 - Critical,Group 37,Resolver 153,False,Resolved by 137,2016-05-19 16:25:00
INC0018325,Resolved,1,0,True,Caller 5149,Opened by  221,2016-04-12 16:40:00,Phone,Location 51,Category 46,Subcategory 223,Symptom 592,1 - High,1 - High,1 - Critical,Group 37,Resolver 153,False,Resolved by 137,2016-05-19 16:25:00
INC0018325,Awaiting User Info,1,0,True,Caller 5149,Opened by  221,2016-04-12 16:40:00,Phone,Location 51,Category 46,Subcategory 223,Symptom 592,1 - High,1 - High,1 - Critical,Group 37,Resolver 153,False,Resolved by 137,2016-05-19 16:25:00
INC0018367,Closed,0,0,False,Caller 2539,Opened by  17,2016-04-12 18:05:00,Phone,Location 35,Category 46,Subcategory 242,Symptom 274,1 - High,1 - High,1 - Critical,Group 57,Resolver 155,False,Resolved by 139,2016-04-29 15:12:00
INC0018367,Resolved,0,0,True,Caller 2539,Opened by  17,2016-04-12 18:05:00,Phone,Location 35,Category 46,Subcategory 242,Symptom 274,1 - High,1 - High,1 - Critical,Group 57,Resolver 155,False,Resolved by 139,2016-04-29 15:12:00
INC0018367,Awaiting User Info,0,0,True,Caller 2539,Opened by  17,2016-04-12 18:05:00,Phone,Location 35,Category 46,Subcategory 242,Symptom 274,1 - High,1 - High,1 - Critical,Group 57,Resolver 155,False,Resolved by 139,2016-04-29 15:12:00
INC0018380,Closed,2,0,False,Caller 3324,Opened by  58,2016-04-12 18:58:00,Phone,Location 56,Category 57,Subcategory 170,Symptom 491,1 - High,1 - High,1 - Critical,Group 65,Resolver 197,False,Resolved by 179,2016-05-20 09:51:00
INC0018380,Resolved,2,0,True,Caller 3324,Opened by  58,2016-04-12 18:58:00,Phone,Location 56,Category 57,Subcategory 170,Symptom 491,1 - High,1 - High,1 - Critical,Group 65,Resolver 197,False,Resolved by 179,2016-05-20 09:51:00
INC0018380,Awaiting User Info,2,0,True,Caller 3324,Opened by  58,2016-04-12 18:58:00,Phone,Location 56,Category 57,Subcategory 170,Symptom 491,1 - High,1 - High,1 - Critical,Group 65,Resolver 197,False,Resolved by 179,2016-05-20 09:51:00
INC0018431,Active,0,0,True,Caller 4416,Opened by  17,2016-04-13 07:56:00,Phone,Location 204,Category 46,Subcategory 254,Symptom 214,1 - High,1 - High,1 - Critical,Group 22,Unknown,False,Resolved by 137,2016-04-13 11:02:00
INC0018431,Active,0,0,True,Caller 4416,Opened by  17,2016-04-13 07:56:00,Phone,Location 204,Category 46,Subcategory 254,Symptom 214,1 - High,1 - High,1 - Critical,Group 22,Resolver 38,False,Resolved by 137,2016-04-13 11:02:00
INC0018431,Active,0,0,True,Caller 4416,Opened by  17,2016-04-13 07:56:00,Phone,Location 204,Category 46,Subcategory 254,Symptom 214,1 - High,1 - High,1 - Critical,Group 22,Resolver 153,False,Resolved by 137,2016-04-13 11:02:00
INC0018431,New,0,0,True,Caller 4416,Opened by  17,2016-04-13 07:56:00,Phone,Location 204,Category 46,Subcategory 254,Symptom 214,1 - High,1 - High,1 - Critical,Group 22,Resolver 153,False,Resolved by 137,2016-04-13 11:02:00
INC0018447,New,1,0,True,Caller 3117,Opened by  503,2016-04-13 08:16:00,Phone,Location 224,Category 51,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Unknown,Resolver 235,False,Resolved by 214,2016-05-02 10:25:00
INC0018447,New,0,0,True,Caller 3117,Opened by  503,2016-04-13 08:16:00,Phone,Location 224,Category 51,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 54,Resolver 235,False,Resolved by 214,2016-05-02 10:25:00
INC0018447,Closed,1,0,False,Caller 3117,Opened by  503,2016-04-13 08:16:00,Phone,Location 224,Category 51,Subcategory 174,Symptom 491,3 - Low,2 - Medium,3 - Moderate,Unknown,Resolver 235,False,Resolved by 214,2016-05-02 10:25:00
INC0018447,Resolved,1,0,True,Caller 3117,Opened by  503,2016-04-13 08:16:00,Phone,Location 224,Category 51,Subcategory 174,Symptom 491,3 - Low,2 - Medium,3 - Moderate,Unknown,Resolver 235,False,Resolved by 214,2016-05-02 10:25:00
INC0018447,New,1,0,True,Caller 3117,Opened by  503,2016-04-13 08:16:00,Phone,Location 224,Category 51,Subcategory 174,Symptom 491,3 - Low,2 - Medium,3 - Moderate,Unknown,Resolver 235,False,Resolved by 214,2016-05-02 10:25:00
INC0018462,Closed,3,0,False,Caller 5073,Opened by  17,2016-04-13 08:38:00,Phone,Location 38,Category 19,Subcategory 4,Symptom 311,1 - High,1 - High,1 - Critical,Group 70,Resolver 23,False,Resolved by 21,2016-04-14 11:57:00
INC0018462,Resolved,3,0,True,Caller 5073,Opened by  17,2016-04-13 08:38:00,Phone,Location 38,Category 19,Subcategory 4,Symptom 311,1 - High,1 - High,1 - Critical,Group 70,Resolver 23,False,Resolved by 21,2016-04-14 11:57:00
INC0018462,Resolved,2,0,True,Caller 5073,Opened by  17,2016-04-13 08:38:00,Phone,Location 38,Category 19,Subcategory 4,Symptom 311,1 - High,1 - High,1 - Critical,Group 70,Resolver 23,False,Resolved by 21,2016-04-14 11:57:00
INC0018462,New,1,0,True,Caller 5073,Opened by  17,2016-04-13 08:38:00,Phone,Location 38,Category 19,Subcategory 4,Symptom 311,1 - High,1 - High,1 - Critical,Group 72,Unknown,False,Resolved by 21,2016-04-14 11:57:00
INC0018462,New,1,0,True,Caller 5073,Opened by  17,2016-04-13 08:38:00,Phone,Location 38,Category 23,Subcategory 174,Unknown,1 - High,1 - High,1 - Critical,Group 72,Unknown,False,Resolved by 21,2016-04-14 11:57:00
INC0018462,New,1,0,True,Caller 5073,Opened by  17,2016-04-13 08:38:00,Phone,Location 38,Category 20,Subcategory 174,Unknown,1 - High,1 - High,1 - Critical,Group 72,Unknown,False,Resolved by 21,2016-04-14 11:57:00
INC0018462,New,0,0,True,Caller 5073,Opened by  17,2016-04-13 08:38:00,Phone,Location 38,Category 20,Subcategory 174,Unknown,1 - High,1 - High,1 - Critical,Group 70,Unknown,False,Resolved by 21,2016-04-14 11:57:00
INC0018487,Closed,0,0,True,Caller 1873,Opened by  174,2016-04-13 09:06:00,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,False,Resolved by 153,2016-04-14 10:59:00
INC0018487,Resolved,0,0,True,Caller 1873,Opened by  174,2016-04-13 09:06:00,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,False,Resolved by 153,2016-04-14 10:59:00
INC0018487,Active,0,0,True,Caller 1873,Opened by  174,2016-04-13 09:06:00,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,False,Resolved by 153,2016-04-14 10:59:00
INC0018487,Active,0,0,True,Caller 1873,Opened by  174,2016-04-13 09:06:00,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 34,False,Resolved by 153,2016-04-14 10:59:00
INC0018487,New,0,0,True,Caller 1873,Opened by  174,2016-04-13 09:06:00,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,False,Resolved by 153,2016-04-14 10:59:00
INC0018526,Closed,0,0,True,Caller 1518,Opened by  131,2016-04-13 09:54:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:04:00
INC0018526,Resolved,0,0,True,Caller 1518,Opened by  131,2016-04-13 09:54:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:04:00
INC0018526,Active,0,0,True,Caller 1518,Opened by  131,2016-04-13 09:54:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:04:00
INC0018526,New,0,0,True,Caller 1518,Opened by  131,2016-04-13 09:54:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,False,Resolved by 66,2016-04-13 10:04:00
INC0018540,Closed,0,0,True,Caller 4602,Opened by  131,2016-04-13 10:09:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:56:00
INC0018540,Resolved,0,0,True,Caller 4602,Opened by  131,2016-04-13 10:09:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:56:00
INC0018540,Active,0,0,True,Caller 4602,Opened by  131,2016-04-13 10:09:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:56:00
INC0018552,Closed,3,0,False,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 30,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018552,Resolved,3,0,True,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 30,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018552,Active,3,0,True,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 30,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018552,Awaiting User Info,2,0,True,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 70,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018552,Active,2,0,True,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 70,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018552,Active,1,0,True,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 72,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018552,Awaiting User Info,1,0,True,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 72,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018552,Awaiting User Info,0,0,True,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 70,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018552,New,0,0,True,Caller 643,Opened by  517,2016-04-13 10:25:00,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,2 - Medium,1 - High,2 - High,Group 70,Resolver 184,False,Resolved by 167,2016-04-19 15:05:00
INC0018571,Closed,0,0,True,Caller 240,Opened by  131,2016-04-13 10:45:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:55:00
INC0018571,Resolved,0,0,True,Caller 240,Opened by  131,2016-04-13 10:45:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:55:00
INC0018571,Active,0,0,True,Caller 240,Opened by  131,2016-04-13 10:45:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 10:55:00
INC0018571,New,0,0,True,Caller 240,Opened by  131,2016-04-13 10:45:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,False,Resolved by 66,2016-04-13 10:55:00
INC0018576,Closed,1,0,False,Caller 3869,Opened by  40,2016-04-13 10:51:00,Phone,Location 45,Category 23,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Resolver 123,False,Resolved by 111,2016-04-14 10:27:00
INC0018576,Resolved,1,0,True,Caller 3869,Opened by  40,2016-04-13 10:51:00,Phone,Location 45,Category 23,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Resolver 123,False,Resolved by 111,2016-04-14 10:27:00
INC0018576,New,1,0,True,Caller 3869,Opened by  40,2016-04-13 10:51:00,Phone,Location 45,Category 23,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Unknown,False,Resolved by 111,2016-04-14 10:27:00
INC0018576,New,0,0,True,Caller 3869,Opened by  40,2016-04-13 10:51:00,Phone,Location 45,Category 23,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 20,Unknown,False,Resolved by 111,2016-04-14 10:27:00
INC0018585,Closed,1,0,True,Caller 3747,Opened by  131,2016-04-13 10:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Resolver 57,False,Resolved by 53,2016-04-14 14:49:00
INC0018585,Resolved,1,0,True,Caller 3747,Opened by  131,2016-04-13 10:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Resolver 57,False,Resolved by 53,2016-04-14 14:49:00
INC0018585,Active,1,0,True,Caller 3747,Opened by  131,2016-04-13 10:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Resolver 57,False,Resolved by 53,2016-04-14 14:49:00
INC0018585,Active,1,0,True,Caller 3747,Opened by  131,2016-04-13 10:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 25,Unknown,False,Resolved by 53,2016-04-14 14:49:00
INC0018585,Active,0,0,True,Caller 3747,Opened by  131,2016-04-13 10:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 53,2016-04-14 14:49:00
INC0018585,New,0,0,True,Caller 3747,Opened by  131,2016-04-13 10:56:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 57,False,Resolved by 53,2016-04-14 14:49:00
INC0018590,Closed,1,0,True,Caller 2534,Opened by  216,2016-04-13 11:02:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 44,False,Resolved by 41,2016-04-13 11:31:00
INC0018590,Resolved,1,0,True,Caller 2534,Opened by  216,2016-04-13 11:02:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 44,False,Resolved by 41,2016-04-13 11:31:00
INC0018590,Active,1,0,True,Caller 2534,Opened by  216,2016-04-13 11:02:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 44,False,Resolved by 41,2016-04-13 11:31:00
INC0018590,New,0,0,True,Caller 2534,Opened by  216,2016-04-13 11:02:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 44,False,Resolved by 41,2016-04-13 11:31:00
INC0018624,Closed,0,0,True,Caller 1946,Opened by  131,2016-04-13 11:43:00,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 11:48:00
INC0018624,Resolved,0,0,True,Caller 1946,Opened by  131,2016-04-13 11:43:00,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 11:48:00
INC0018624,Active,0,0,True,Caller 1946,Opened by  131,2016-04-13 11:43:00,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 11:48:00
INC0018624,New,0,0,True,Caller 1946,Opened by  131,2016-04-13 11:43:00,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,False,Resolved by 66,2016-04-13 11:48:00
INC0018630,Closed,0,0,True,Caller 1069,Opened by  131,2016-04-13 11:54:00,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 12:21:00
INC0018630,Resolved,0,0,True,Caller 1069,Opened by  131,2016-04-13 11:54:00,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 73,False,Resolved by 66,2016-04-13 12:21:00
INC0018630,New,0,0,True,Caller 1069,Opened by  131,2016-04-13 11:54:00,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,False,Resolved by 66,2016-04-13 12:21:00
INC0018631,Closed,1,0,False,Caller 3664,Opened by  40,2016-04-13 11:56:00,Phone,Location 36,Category 20,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Resolver 123,False,Resolved by 111,2016-04-14 14:36:00
INC0018631,Resolved,1,0,True,Caller 3664,Opened by  40,2016-04-13 11:56:00,Phone,Location 36,Category 20,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Resolver 123,False,Resolved by 111,2016-04-14 14:36:00
INC0018631,New,1,0,True,Caller 3664,Opened by  40,2016-04-13 11:56:00,Phone,Location 36,Category 20,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 72,Unknown,False,Resolved by 111,2016-04-14 14:36:00
INC0018631,New,0,0,True,Caller 3664,Opened by  40,2016-04-13 11:56:00,Phone,Location 36,Category 20,Subcategory 174,Symptom 491,1 - High,1 - High,1 - Critical,Group 70,Unknown,False,Resolved by 111,2016-04-14 14:36:00
INC0018749,Closed,1,0,True,Caller 4019,Opened by  512,2016-04-13 15:06:00,Phone,Location 204,Category 23,Subcategory 3,Symptom 9,3 - Low,3 - Low,3 - Moderate,Group 56,Resolver 167,False,Resolved by 150,2016-04-13 17:23:00
INC0018749,Resolved,1,0,True,Caller 4019,Opened by  512,2016-04-13 15:06:00,Phone,Location 204,Category 23,Subcategory 3,Symptom 9,3 - Low,3 - Low,3 - Moderate,Group 56,Resolver 167,False,Resolved by 150,2016-04-13 17:23:00
INC0018749,Active,1,0,True,Caller 4019,Opened by  512,2016-04-13 15:06:00,Phone,Location 204,Category 23,Subcategory 3,Symptom 9,3 - Low,3 - Low,3 - Moderate,Group 56,Resolver 167,False,Resolved by 150,2016-04-13 17:23:00
INC0018749,Active,0,0,True,Caller 4019,Opened by  512,2016-04-13 15:06:00,Phone,Location 204,Category 23,Subcategory 3,Symptom 9,3 - Low,3 - Low,3 - Moderate,Group 20,Resolver 167,False,Resolved by 150,2016-04-13 17:23:00
INC0018829,Closed,0,0,True,Caller 663,Opened by  46,2016-04-13 16:18:00,Phone,Location 204,Category 8,Subcategory 281,Unknown,3 - Low,2 - Medium,3 - Moderate,Group 53,Resolver 121,False,Resolved by 109,2016-04-14 09:15:00
INC0018829,Resolved,0,0,True,Caller 663,Opened by  46,2016-04-13 16:18:00,Phone,Location 204,Category 8,Subcategory 281,Unknown,3 - Low,2 - Medium,3 - Moderate,Group 53,Resolver 121,False,Resolved by 109,2016-04-14 09:15:00
